player_id,first_name,last_name,birth_year,draft_year,draft_pick
1712,Courtney,Fortson,,,
1713,Diamon,Simpson,,,
1714,Jordan,Williams,,,
1715,MarShon,Brooks,,,
1716,Sundiata,Gaines,,,
1717,Armon,Johnson,,,
1718,Ben,Uzoh,,,
1719,Solomon,Alabi,,,
1720,Gary,Forbes,,,
1721,Chris,Wright,,,
1722,Jeremy,Tyler,,,
1723,Mickell,Gladness,,,
1724,Charles,Jenkins,,,
1725,Tyreke,Evans,,,
1726,Jimmer,Fredette,,,
1727,Terrence,Williams,,,
1728,Tyler,Honeycutt,,,
1729,Marcus,Thornton,,,
1730,Luke,Babbitt,,,
1731,Nolan,Smith,,,
1732,Jonny,Flynn,,,
1733,Hasheem,Thabeet,,,
1734,Wesley,Johnson,,,
1735,Nikola,Pekovic,,,
1736,Derrick,Williams,,,
1737,Malcolm,Lee,,,
1738,DeAndre,Liggins,,,
1739,Alonzo,Gee,,,
1740,Donald,Sloan,,,
1741,Samardo,Samuels,,,
1742,D.J.,Kennedy,,,
1743,Manny,Harris,,,
1744,Luke,Harangody,,,
1745,Omri,Casspi,,,
1746,Dominique,Jones,,,
1747,Byron,Mullens,,,
1748,Gerald,Henderson,,,
1749,Cory,Higgins,,,
1750,Derrick,Brown,,,
1751,Reggie,Williams,,,
1752,Chris,Singleton,,,
1753,Jan,Vesely,,,
1754,Kevin,Seraphin,,,
1755,Shelvin,Mack,,,
1756,Trevor,Booker,,,
1757,Jordan,Crawford,,,
1758,Jon,Leuer,,,
1759,Ekpe,Udoh,,,
1760,Brandon,Jennings,,,
1761,Larry,Sanders,,,
1762,Jon,Brockman,,,
1763,JaJuan,Johnson,,,
1764,Greg,Monroe,,,
1765,Jonas,Jerebko,,,
1766,Austin,Daye,,,
1767,Vernon,Macklin,,,
1768,Justin,Dentmon,,,
1769,Semih,Erden,,,
1770,Chris,Johnson,,,
1771,Dennis,Horner,,,
1772,Jeremy,Lin,,,
1773,Keith,Benson,,,
1774,Malcolm,Thomas,,,
1775,Edwin,Ubiles,,,
1776,Jerry,Smith,,,
1777,Eric,Dawson,,,
1778,Jeff,Foote,,,
1779,Elliot,Williams,,,
1780,Ryan,Reid,,,
1781,Damion,James,,,
1782,Carldell,Johnson,,,
1783,DaJuan,Summers,,,
1784,Jeff,Adrien,,,
1785,Hamady,Ndiaye,,,
1786,Mychel,Thompson,,,
1787,Larry,Owens,,,
1788,Darington,Hobson,,,
1789,Eric,Maynor,,,
1790,Garret,Siler,,,
1791,Magnum,Rolle,,,
1792,Pape,Sy,,,
1793,Durrell,Summers,,,
1794,Taylor,Griffin,,,
1795,Marcus,Landry,,,
1796,Frank,Hassell,,,
1797,Gani,Lawal,,,
1798,Luke,Zeller,,,
1799,Gilbert,Brown,,,
1800,Jarrid,Famous,,,
1801,Matt,Rogers,,,
1802,Tyren,Johnson,,,
1803,Drew,Neitzel,,,
1804,Jerome,Randle,,,
1805,Isma'il,Muhammad,,,
1806,Marcus,Hubbard,,,
1807,Jeremy,Wise,,,
1808,Doug,Thomas,,,
1809,Gary,Flowers,,,
1810,Julian,Khazzouh,,,
1811,Tommy,Mitchell,,,
1812,Adrian,Oliver,,,
1813,Lawrence,Hill,,,
1814,David,Andersen,,,
1815,Moses,Ehambe,,,
1816,Terrico,White,,,
1817,Darnell,Lazare,,,
1818,Marqus,Blakely,,,
1819,Willie,Warren,,,
1820,Zabian,Dowdell,,,
1821,Derrick,Caracter,,,
1822,Jermaine,Taylor,,,
1823,Othyus,Jeffers,,,
1824,Marcus,Cousin,,,
1825,Jerel,McNeal,,,
1826,Andy,Rautins,,,
1827,Sherron,Collins,,,
1828,Matt,Janning,,,
1829,Curtis,Jerrells,,,
1830,Trent,Plaisted,,,
1831,Eric,Boateng,,,
1832,Elijah,Millsap,,,
1833,Drew,Naymick,,,
1834,Raymond,Sykes,,,
1835,Kenny,Hasbrouck,,,
1836,Evan,Brock,,,
1837,Ricardo,Marsh,,,
1838,Richard,Delk,,,
1839,Stanley,Robinson,,,
1840,Chris,Kramer,,,
1841,Ryan,Thompson,,,
1842,James,Gist,,,
1843,Connor,Atchley,,,
1844,Longar,Longar,,,
1845,Kevin,Palmer,,,
1846,Antonio,Anderson,,,
1847,Vernon,Goodridge,,,
1848,Anthony,Mason,,,
1849,Tre,Kelley,,,
1850,Shane,Edwards,,,
1851,Jon,Scheyer,,,
1852,Stephen,Dennis,,,
1853,Cedric,Jackson,,,
1854,Oliver,Lafayette,,,
1855,Trey,Gilder,,,
1856,Deron,Washington,,,
1857,Tony,Gaffney,,,
1858,Thomas,Kelati,,,
1859,Romel,Beck,,,
1860,Goran,Suton,,,
1861,Carlos,Powell,,,
1862,Dionte,Christmas,,,
1863,Leon,Rodgers,,,
1864,Luke,Nevill,,,
1865,Russell,Robinson,,,
1866,Shaun,Pruitt,,,
1867,Frank,Robinson,,,
1868,Dontaye,Draper,,,
1869,Michael,Fey,,,
1870,David,Monds,,,
1871,Lanny,Smith,,,
1872,Warren,Carter,,,
1873,Bennet,Davis,,,
1874,Stanton,Kidd,,,
1875,Jalen,Jones,,,
1876,Haywood,Highsmith,,,
1877,Christ,Koumadje,,,
1878,Isaiah,Miles,,,
1879,Isaiah,Taylor,,,
1880,Devin,Robinson,,,
1881,CJ,Massinburg,,,
1882,C.J.,Williams,,,
1883,Matur,Maker,,,
1884,Davon,Reed,,,
1885,Skyler,Flatten,,,
1886,Bubu,Palo,,,
1887,Jalen,Adams,,,
1888,Javon,Bess,,,
1889,Kavell,Bigby-Williams,,,
1890,V.J.,King,,,
1891,Lamar,Peters,,,
1892,Miles,Plumlee,,,
1893,Ivan,Rabb,,,
1894,Daulton,Hommes,,,
1895,Demetrius,Jackson,,,
1896,Marcus,Allen,,,
1897,Andrew,Harrison,,,
1898,Kavion,Pippen,,,
1899,Troy,Caupain,,,
1900,London,Perrantes,,,
1901,Donte,Grantham,,,
1902,B.J.,Taylor,,,
1903,Tahjere,McCall,,,
1904,Marcus,Derrickson,,,
1905,Jordan,Sibert,,,
1906,Justin,Simon,,,
1907,Milton,Doyle,,,
1908,Tyus,Battle,,,
1909,Barry,Brown,,,
1910,Jon,Davis,,,
1911,Isaac,Humphries,,,
1912,Todd,Withers,,,
1913,Kobi,Simmons,,,
1914,Ahmed,Hill,,,
1915,Jaron,Blossomgame,,,
1916,Abdul,Gaddy,,,
1917,DeVaughn,Akoon-Purcell,,,
1918,Myke,Henry,,,
1919,Eric,Moreland,,,
1920,Kyle,Collinsworth,,,
1921,Reggie,Hearn,,,
1922,Walt,Lemon Jr.,,,
1923,C.J.,Wilcox,,,
1924,Kaiser,Gates,,,
1925,Yante,Maten,,,
1926,Jarell,Martin,,,
1927,Daniel,Hamilton,,,
1928,Aric,Holman,,,
1929,Tyler,Lydon,,,
1930,Hollis,Thompson,,,
1931,Tyler,Ulis,,,
1932,Norense,Odiase,,,
1933,David,Kramer,,,
1934,David,Stockton,,,
1935,Dedric,Lawson,,,
1936,Perrion,Callandret,,,
1937,Sagaba,Konate,,,
1938,Luke,Maye,,,
1939,Phil,Booth,,,
1940,Jemerrio,Jones,,,
1941,Deng,Adel,,,
1942,John,Egbunu,,,
1943,Josh,Perkins,,,
1944,Amir,Hinton,,,
1945,Yudai,Baba,,,
1946,Isaiah,Pineiro,,,
1947,Jordan,Murphy,,,
1948,Lindell,Wigginton,,,
1949,James,Palmer Jr.,,,
1950,Terry,Larrier,,,
1951,Thomas,Welsh,,,
1952,Anthony,Bennett,,,
1953,Devyn,Marble,,,
1954,Hassani,Gravett,,,
1955,JaKeenan,Gant,,,
1956,Nikola,Mirotic,,,
1957,Jonathon,Simmons,,,
1958,Guerschon,Yabusele,,,
1959,Donatas,Motiejunas,,,
1960,Jonathan,Gibson,,,
1961,Deyonta,Davis,,,
1962,Alan,Williams,,,
1963,John,Jenkins,,,
1964,Isaiah,Hicks,,,
1965,Billy,Garrett,,,
1966,Wayne,Selden,,,
1967,Brandon,Sampson,,,
1968,Antonio,Blakeney,,,
1969,Tyler,Dorsey,,,
1970,Julian,Washburn,,,
1971,Jawun,Evans,,,
1972,Bonzie,Colson,,,
1973,Salah,Mejri,,,
1974,Jared,Terrell,,,
1975,Mitchell,Creek,,,
1976,Tyler,Cavanaugh,,,
1977,Troy,Williams,,,
1978,Jordan,Loyd,,,
1979,Ian,Clark,,,
1980,Dairis,Bertans,,,
1981,RJ,Hunter,,,
1982,Sam,Dekker,,,
1983,Angel,Delgado,,,
1984,Cody,Demps,,,
1985,Scott,Machado,,,
1986,Andre,Ingram,,,
1987,Terrence,Jones,,,
1988,Isaiah,Briscoe,,,
1989,Alex,Poythress,,,
1990,Trevon,Duval,,,
1991,Isaiah,Canaan,,,
1992,Emanuel,Terry,,,
1993,Scotty,Hopson,,,
1994,Richard,Solomon,,,
1995,Wade,Baldwin IV,,,
1996,Alex,Abrines,,,
1997,Kalin,Lucas,,,
1998,Quincy,Acy,,,
1999,Malachi,Richardson,,,
2000,Ron,Baker,,,
2001,Lorenzo,Brown,,,
2002,Milos,Teodosic,,,
2003,Keenan,Evans,,,
2004,Jaylen,Morris,,,
2005,Okaro,White,,,
2006,Zach,Lofton,,,
2007,George,King,,,
2008,DJ,Stephens,,,
2009,Tyler,Davis,,,
2010,Zhou,Qi,,,
2011,John,Holland,,,
2012,Chinanu,Onuaku,,,
2013,Billy,Preston,,,
2014,Travis,Wear,,,
2015,Jeffrey,Carroll,,,
2016,Angel,Rodriguez,,,
2017,Tim,Bond,,,
2018,Markel,Crawford,,,
2019,Doral,Moore,,,
2020,Darius,Johnson-Odom,,,
2021,Jonathan,Stark,,,
2022,Zach,Smith,,,
2023,Yanyuhang,Ding,,,
2024,Nick,Johnson,,,
2025,Braian,Angola-Rodas,,,
2026,Thomas,Robinson,,,
2027,C.J.,Anderson,,,
2028,Briante,Weber,,,
2029,Raphiael,Putney,,,
2030,Rodney,Purvis,,,
2031,Jarnell,Stokes,,,
2032,Jeffrey,Coby,,,
2033,Jairus,Lyles,,,
2034,Isaiah,Cousins,,,
2035,Isaac,Haas,,,
2036,Kay,Felder,,,
2037,Garlon,Green,,,
2038,Brandon,McCoy,,,
2039,Charles,Cooke,,,
2040,Will,Cherry,,,
2041,Elijah,Stewart,,,
2042,Ben,Moore,,,
2043,Omari,Johnson,,,
2044,Josh,Huestis,,,
2045,Nuni,Omot,,,
2046,Tiwian,Kendley,,,
2047,Johnny,Hamilton,,,
2048,Desi,Rodriguez,,,
2049,Shabazz,Muhammad,,,
2050,KJ,McDaniels,,,
2051,Bryce,Alford,,,
2052,Codi,Miller-McIntyre,,,
2053,Anthony,Brown,,,
2054,Jaylen,Barford,,,
2055,Isaiah,Wilkins,,,
2056,Rob,Gray,,,
2057,Ismaila,Kane,,,
2058,Joel,Berry II,,,
2059,Marcus,Georges-Hunt,,,
2060,Jeff,Roberson,,,
2061,Nick,King,,,
2062,Jabari,Bird,,,
2063,Chris,McCullough,,,
2064,Jamel,Artis,,,
2065,Tyrius,Walker,,,
2066,Marcus,Lee,,,
2067,Trey,Lewis,,,
2068,Justin,Bibbs,,,
2069,Tarik,Black,,,
2070,Aaron,Jackson,,,
2071,Shane,Larkin,,,
2072,Lucas,Nogueira,,,
2073,Joe,Young,,,
2074,Dakari,Johnson,,,
2075,Joffrey,Lauvergne,,,
2076,Brandon,Paul,,,
2077,Jack,Cooley,,,
2078,Nigel,Hayes,,,
2079,Tyler,Ennis,,,
2080,Dwight,Buycks,,,
2081,Sean,Kilpatrick,,,
2082,James,Webb III,,,
2083,Marcus,Paige,,,
2084,Andrew,White III,,,
2085,Alec,Peters,,,
2086,Aaron,Harrison,,,
2087,Tim,Quarterman,,,
2088,Georgios,Papagiannis,,,
2089,Xavier,Munford,,,
2090,Marshall,Plumlee,,,
2091,Jordan,Mickey,,,
2092,Marquis,Teague,,,
2093,Larry,Drew II,,,
2094,Darrun,Hilliard,,,
2095,Brice,Johnson,,,
2096,Paul,Zipser,,,
2097,Mangok,Mathiang,,,
2098,James,Young,,,
2099,Jameel,Warney,,,
2100,Erik,McCree,,,
2101,Isaiah,Whitehead,,,
2102,Matt,Costello,,,
2103,Xavier,Rathan-Mayes,,,
2104,Malcolm,Delaney,,,
2105,Jarell,Eddie,,,
2106,Kyle,Singler,,,
2107,Rashad,Vaughn,,,
2108,Trey,McKinney-Jones,,,
2109,Markel,Brown,,,
2110,Willie,Reed,,,
2111,Johnny,O'Bryant III,,,
2112,Luis,Montero,,,
2113,James,Michael McAdoo,,,
2114,Jacob,Wiley,,,
2115,Vander,Blue,,,
2116,Jacob,Pullen,,,
2117,Matt,Williams Jr.,,,
2118,Jamil,Wilson,,,
2119,Joel,Bolomboy,,,
2120,Adreian,Payne,,,
2121,Vincent,Hunter,,,
2122,Nate,Wolters,,,
2123,Jeff,Withey,,,
2124,Yakuba,Ouattara,,,
2125,Nicolas,Brussino,,,
2126,Gian,Clavell,,,
2127,Mindaugas,Kuzminskas,,,
2128,Mirza,Teletovic,,,
2129,Carrick,Felix,,,
2130,Mike,Young,,,
2131,Ike,Iroegbu,,,
2132,Matt,Jones,,,
2133,Michael,Gbinije,,,
2134,AJ,Hammons,,,
2135,Tony,Mitchell,,,
2136,James,Blackmon Jr.,,,
2137,Isaac,Hamilton,,,
2138,Damjan,Rudez,,,
2139,Perry,Jones III,,,
2140,Cliff,Alexander,,,
2141,Rade,Zagorac,,,
2142,Durand,Scott,,,
2143,Maalik,Wayns,,,
2144,Brandon,Ashley,,,
2145,Terry,Henderson,,,
2146,T.J.,Williams,,,
2147,Luke,Petrasek,,,
2148,Davion,Berry,,,
2149,Diamond,Stone,,,
2150,Jaylen,Johnson,,,
2151,Bronson,Koenig,,,
2152,Archie,Goodwin,,,
2153,George,de Paula,,,
2154,Akil,Mitchell,,,
2155,Jeremy,Senglin,,,
2156,Daniel,Dixon,,,
2157,L.J.,Peak,,,
2158,Jonathan,Holmes,,,
2159,Landry,Nnoko,,,
2160,Derek,Willis,,,
2161,Edy,Tavares,,,
2162,Semaj,Christon,,,
2163,Rashawn,Thomas,,,
2164,Torian,Graham,,,
2165,Eric,Griffin,,,
2166,DeQuan,Jones,,,
2167,Melo,Trimble,,,
2168,Daniel,Ochefu,,,
2169,LaDontae,Henton,,,
2170,V.J.,Beachem,,,
2171,Stephen,Zimmerman,,,
2172,Kendall,Marshall,,,
2173,Peter,Jok,,,
2174,Taylor,Braun,,,
2175,Jordan,Mathews,,,
2176,Kyle,Wiltjer,,,
2177,Kennedy,Meeks,,,
2178,Paige,Marcus,,,
2179,Jeremy,Morgan,,,
2180,Matt,Matt,,,
2181,Devin,Williams,,,
2182,Alex,Hamilton,,,
2183,Rakeem,Christmas,,,
2184,Patricio,Garino,,,
2185,Ryan,Kelly,,,
2186,Andrew,Nicholson,,,
2187,Shawn,Long,,,
2188,Maurice,Ndour,,,
2189,Brian,Roberts,,,
2190,Ben,Bentil,,,
2191,Lamar,Patterson,,,
2192,Mike,Tobey,,,
2193,Ray,McCallum,,,
2194,Marcelo,Huertas,,,
2195,Jared,Sullinger,,,
2196,Pierre,Jackson,,,
2197,Arinze,Onuaku,,,
2198,Nicolas,Laprovittola,,,
2199,Festus,Ezeli,,,
2200,Grant,Jerrett,,,
2201,Keith,Hornsby,,,
2202,Robbie,Hummel,,,
2203,Pablo,Prigioni,,,
2204,PJ,Hairston,,,
2205,Livio,Jean-Charles,,,
2206,Rasheed,Sulaimon,,,
2207,Perry,Ellis,,,
2208,Toure',Murry,,,
2209,Cat,Barber,,,
2210,Vashil,Fernandez,,,
2211,Drew,Crawford,,,
2212,Brady,Heslip,,,
2213,Yanick,Moreira,,,
2214,E.J.,Singler,,,
2215,Casper,Ware,,,
2216,Thomas,Walkup,,,
2217,Shawn,Dawson,,,
2218,Quincy,Ford,,,
2219,Robert,Sacre,,,
2220,JP,Tokoto,,,
2221,Jaleel,Cousins,,,
2222,Cleanthony,Early,,,
2223,Damien,Inglis,,,
2224,Henry,Sims,,,
2225,Cameron,Jones,,,
2226,Phil,Pressey,,,
2227,Orlando,Johnson,,,
2228,JJ,O'Brien,,,
2229,Jaleel,Roberts,,,
2230,Trey,Freeman,,,
2231,Cory,Jefferson,,,
2232,Mitch,McGary,,,
2233,Kaleb,Tarczewski,,,
2234,Jorge,Gutierrez,,,
2235,Beau,Beech,,,
2236,Egidijus,Mockevicius,,,
2237,Andrew,Andrews,,,
2238,Branden,Dawson,,,
2239,Kevin,Murphy,,,
2240,Stefan,Jankovic,,,
2241,Jordan,Adams,,,
2242,D'Vauntes,Smith-Rivera,,,
2243,J.J.,Avila,,,
2244,Nikola,Jovanovic,,,
2245,Nick,Zeisloft,,,
2246,Zach,Auguste,,,
2247,Julian,Jacobs,,,
2248,Gracin,Bakumanya,,,
2249,Derek,Cooke Jr.,,,
2250,Elgin,Cook,,,
2251,Scott,Wood,,,
2252,Tony,Wroten,,,
2253,Chris,Copeland,,,
2254,Duje,Dukan,,,
2255,Tibor,Pleiss,,,
2256,Bryce,Cotton,,,
2257,Shayne,Whittington,,,
2258,Sasha,Kaun,,,
2259,Sergey,Karasev,,,
2260,Cameron,Bairstow,,,
2261,Jared,Cunningham,,,
2262,Alex,Stepheson,,,
2263,Coty,Clarke,,,
2264,Bryce,Dejean-Jones,,,
2265,Erick,Green,,,
2266,Keith,Appling,,,
2267,Kostas,Papanikolaou,,,
2268,Russ,Smith,,,
2269,Joshua,Smith,,,
2270,Arsalan,Kazemi,,,
2271,Denzel,Livingston,,,
2272,Chris,Walker,,,
2273,Kleon,Penn,,,
2274,Nick,Wiggins,,,
2275,Bo,McCalebb,,,
2276,Lazeric,Jones,,,
2277,Sampson,Carter,,,
2278,Nnanna,Egwu,,,
2279,Jaron,Johnson,,,
2280,Michale,Kyser,,,
2281,Ronald,Roberts Jr.,,,
2282,Shannon,Scott,,,
2283,Furkan,Aldemir,,,
2284,Scottie,Wilbekin,,,
2285,Corey,Walden,,,
2286,Jason,Washburn,,,
2287,Sam,Thompson,,,
2288,CJ,Fair,,,
2289,Kadeem,Jack,,,
2290,Wesley,Saunders,,,
2291,Darion,Atkins,,,
2292,Travis,Trice II,,,
2293,Devin,Sweetney,,,
2294,Chris,Babb,,,
2295,Chris,Udofia,,,
2296,Jabari,Brown,,,
2297,Terran,Petteway,,,
2298,Jordan,Bachynski,,,
2299,Adonis,Thomas,,,
2300,Melvin,Ejim,,,
2301,Marcus,Simmons,,,
2302,Keifer,Sykes,,,
2303,Deshaun,Thomas,,,
2304,Talib,Zanna,,,
2305,Michael,Qualls,,,
2306,Dez,Wells,,,
2307,Robert,Upshaw,,,
2308,Will,Cummings,,,
2309,Nick,Minnerath,,,
2310,Ryan,Boatright,,,
2311,Chris,Daniels,,,
2312,Quincy,Miller,,,
2313,Youssou,Ndoye,,,
2314,Corey,Hawkins,,,
2315,Juwan,Staten,,,
2316,Kyle,Casey,,,
2317,Marshall,Henderson,,,
2318,Corey,Webster,,,
2319,Jake,Anderson,,,
2320,Stefhon,Hannah,,,
2321,Edgar,Sosa,,,
2322,Charlie,Westbrook,,,
2323,Jon,Horford,,,
2324,Michael,Holyfield,,,
2325,Pero,Antic,,,
2326,Nick,Calathes,,,
2327,Joel,Freeland,,,
2328,Bernard,James,,,
2329,Gigi,Datome,,,
2330,Jamaal,Franklin,,,
2331,Zoran,Dragic,,,
2332,Ricky,Ledo,,,
2333,Jeffery,Taylor,,,
2334,Sim,Bhullar,,,
2335,David,Wear,,,
2336,Alexey,Shved,,,
2337,Jerrelle,Benimon,,,
2338,Victor,Claver,,,
2339,Andre,Dawkins,,,
2340,Ognjen,Kuzmic,,,
2341,Miroslav,Raduljica,,,
2342,Alex,Kirk,,,
2343,Brandon,Davies,,,
2344,Patrick,Christopher,,,
2345,Gal,Mekel,,,
2346,Drew,Gordon,,,
2347,Patric,Young,,,
2348,Nemanja,Nedovic,,,
2349,Brock,Motum,,,
2350,Diante,Garrett,,,
2351,Aaron,Craft,,,
2352,Mitchell,Watt,,,
2353,Roscoe,Smith,,,
2354,Geron,Johnson,,,
2355,Doron,Lamb,,,
2356,Justin,Cobbs,,,
2357,Dallas,Lauderdale,,,
2358,Brian,Qvale,,,
2359,Arnett,Moultrie,,,
2360,Kevin,Jones,,,
2361,Micheal,Eric,,,
2362,Vitor,Faverani,,,
2363,Erik,Murphy,,,
2364,Christian,Watford,,,
2365,Orlando,Sanchez,,,
2366,Michael,Jenkins,,,
2367,Shawn,Jones,,,
2368,Yuki,Togashi,,,
2369,Josh,Bostic,,,
2370,Stephen,Holt,,,
2371,Kadeem,Batts,,,
2372,Peyton,Siva,,,
2373,Ben,Hansbrough,,,
2374,Joe,Jackson,,,
2375,Casey,Prather,,,
2376,James,Southerland,,,
2377,Kim,English,,,
2378,Luke,Hancock,,,
2379,Dee,Bost,,,
2380,Jarvis,Varnado,,,
2381,Nando,De Colo,,,
2382,Tornike,Shengelia,,,
2383,Royce,White,,,
2384,Viacheslav,Kravtsov,,,
2385,Tyshawn,Taylor,,,
2386,Chris,Smith,,,
2387,Elias,Harris,,,
2388,Kris,Joseph,,,
2389,Romero,Osby,,,
2390,Kenny,Kadji,,,
2391,CJ,Leslie,,,
2392,Khalif,Wyatt,,,
2393,Rodney,Williams,,,
2394,Carlos,Morais,,,
2395,Damen,Bell-Holter,,,
2396,Kammron,Taylor,,,
2397,Daniel,Nwaelele,,,
2398,Michael,Lee,,,
2399,Fab,Melo,,,
2400,Mickey,McConnell,,,
2401,Mac,Koshwal,,,
2402,Courtney,Fells,,,
2403,Trent,Lockett,,,
2404,Olek,Czyz,,,
2405,Kyle,Fogg,,,
2406,Myck,Kabongo,,,
2407,DeShawn,Sims,,,
2408,Richard,Howell,,,
2409,David,Lighty,,,
2410,Mustapha,Farrakhan,,,
2411,Tim,Ohlbrecht,,,
2412,Josh,Akognon,,,
2413,Steven,Gray,,,
2414,Hank,Thorns,,,
2415,John,Shurna,,,
2416,Ryan,Allen,,,
2417,Carlon,Brown,,,
2418,Lance,Goulbourne,,,
2419,Demonte,Harper,,,
2420,Micah,Downs,,,
2421,Devin,Searcy,,,
2422,Oscar,Bellfield,,,
2423,Robert,Dozier,,,
2424,Michael,Dunigan,,,
2425,Carleton,Scott,,,
2426,Reeves,Nelson,,,
2427,Ronnie,Aguilar,,,
2428,Wesley,Witherspoon,,,
2429,Greg,Somogyi,,,
2430,Brian,Butch,,,
2431,Tyler,Wilkerson,,,
2432,Kevin,Anderson,,,
